지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
143,대구,2024-02-28,4.6,-2.4,621,10.9,1540,,,,,,,4.8,90,1922,3.5,90,1923,1.4,1227,110,-1.9,40,1337,65.5,5.4,1022.6,1033.1,43,1026.7,1635,1029.4,11.4,7.2,1100,2.51,14.64,,,,,,4,1.8,3.9,-5.8,,,,,,,,,,1.8,2.5,,,
143,대구,2024-02-29,4.1,3.1,2358,5.8,1249,9.5,,,,,6.8,6.5,250,1935,4.4,290,1858,1.7,1479,110,1.9,70,1,85.9,7,1015.7,1028,123,1018.7,2339,1022.5,11.4,0,1500,.3,2.42,,,,,,8.4,7.1,4,.4,,,,,,,,,,1,1.4,,{비}0940-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-1910. {박무}1105-{박무}{강도0}1200-1305. {박무}1550-1605.,
143,대구,2024-03-01,.5,-4,2342,4,1407,,,,,,,14.6,270,1438,9.1,290,554,5.2,4491,290,-13.8,19,1122,35.1,2.2,1014.8,1025.4,2305,1018.9,1,1021.7,11.4,9.7,1200,2.95,19.18,,,,,,1.8,0,2.2,-5.4,,,,,,,,,,3.2,4.5,,{박무}0005-0125.,
143,대구,2024-03-02,.5,-5.5,532,7,1636,,,,,,,8.9,290,106,5.7,290,222,3.1,2710,270,-12.1,21,1622,40.1,2.5,1015.2,1026.2,811,1017.8,1721,1022,11.5,10.7,1200,2.83,19.35,,,,,,0,0,2.9,-7.2,,,,,,,,,,2.6,3.7,,,
143,대구,2024-03-03,6.3,1,240,12,1620,.75,,,,,0,11.1,270,1521,5.6,270,1529,2.8,2457,270,-3,31,1439,53,4.9,1011.9,1020.2,2346,1016.2,1616,1018.6,11.5,6.1,1100,2.36,13.57,,,,,,3.9,3.9,5.8,-1.4,,,,,,,,,,2.2,3.2,,{진눈깨비}0440-0510. {비}1238-1253. {연무}2150-{연무}{강도0}2400-,
143,대구,2024-03-04,7.7,-.2,712,13.9,1428,.75,,,,,0,5.5,160,1858,3,270,1410,1.2,1061,50,-1.7,29,1557,55.6,5.4,1014.3,1024.3,943,1019.1,1748,1021,11.5,7.3,1300,2.51,15.12,,,,,,6.5,3.5,7.9,-4.1,,,,,,,,,,2.3,3.2,,{박무}0159-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0940. -{연무}-0204. {연무}0935-{연무}{강도0}1200-1410. {햇무리}1250-1520. {비}2315-{비}{강도0}2400-,
143,대구,2024-03-05,6.6,5.4,523,9.3,1,17,,,,,8,9.2,110,1155,4.6,90,1155,2.2,1880,110,4.4,52,1,86.1,8.4,1008.5,1019.9,135,1012,1556,1015.1,11.6,0,900,.41,2.09,,,,,,10,8,6.9,4.9,,,,,,,,,,.6,.9,,{박무}0220-{박무}{강도0}0300-0310. -{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-1020. {박무}0330- {박무}{강도0}0600-0810. {비}1050-{비}{강도0}1200-{비}{강도0}1500-1730.,
143,대구,2024-03-06,6.9,4.8,512,10,1403,2.17,,,,,0,8.7,140,2008,5.8,110,1831,2,1751,110,1.7,52,1357,70.6,6.9,1009.8,1020,2302,1013.2,256,1016.4,11.6,1.5,900,1.46,6,,,,,,8.9,6.5,6.7,2.6,,,,,,,,,,1.3,1.8,,{비}1440-{비}{강도0}1500-1650.,
143,대구,2024-03-07,5.9,3.6,2359,9.7,1551,1.5,,,,,0,7.8,290,2108,5,270,2229,2.7,2312,110,-1.4,40,1836,60.8,5.6,1010.4,1020.2,133,1013.8,1514,1017.1,11.6,2.6,1300,2.24,10.34,,,,,,7.1,4.6,6.4,1.2,,,,,,,,,,2.1,2.9,,{비}0120-0150. {비}0220-0245. {비}0625-0640. {비}0750-0810.,
143,대구,2024-03-08,4.7,1.4,635,10.2,1522,,,,,,,15.8,270,1405,8.7,290,1353,4.7,4051,290,-8.8,19,1547,38.5,3.2,1010.5,1021,2356,1014.3,1534,1017.2,11.7,10.3,1300,2.85,19.67,,,,,,.1,.1,5.9,-.7,,,,,,,,,,3.8,5.4,,{연무}0720-{연무}{강도0}0900-0930.,
143,대구,2024-03-09,3.9,-.6,538,10.5,1627,,,,,,,8,290,27,5.4,290,31,2.5,2165,270,-9.4,17,1625,40.9,3.1,1017,1027,2357,1021,1,1023.8,11.7,11.1,1200,2.98,20.58,,,,,,0,0,6.2,-4.1,,,,,,,,,,2.9,4.2,,,
143,대구,2024-03-10,5.4,-2.9,650,13.9,1550,,,,,,,8.3,270,1409,4.6,270,1415,1.5,1336,250,-6.8,16,1617,47.5,3.7,1021.1,1030.3,845,1025.3,1817,1027.9,11.8,11.2,1200,2.99,20.86,,,,,,1,0,6.4,-7.2,,,,,,,,,,3.5,5,,,
143,대구,2024-03-11,8,.9,701,13.4,1445,,,,,,,9.3,270,1407,4,250,1715,1.5,1253,250,-1.9,28,1317,51.1,5.3,1014.1,1027.7,1,1015.9,2354,1020.8,11.8,4.6,1000,1.94,11.22,,,,,,6.6,3.5,7.3,-4,,,,,,,,,,2.1,2.9,,,
143,대구,2024-03-12,6.7,2.1,631,12.1,1217,1.17,,,,,0,6.9,250,1443,4.1,270,1437,1.7,1427,320,1.8,47,1402,72.6,6.9,1008.6,1019.1,2348,1012.1,1532,1015.2,11.8,2.9,1000,1.47,9,,,,,,4.8,4.8,7,-2.5,,,,,,,,,,1.3,1.9,,{비}1240-1315. {비}1435-1455. {비}1540-1555.,
143,대구,2024-03-13,7.8,.6,551,16.1,1620,,,,,,,9.5,320,1751,5.5,270,1217,2.4,2051,270,-3.4,19,1456,55.1,4.9,1013.6,1023,913,1017,1634,1020.3,11.9,9.3,1200,3.02,19.98,,,,,,2,2,10.3,-3.4,,,,,,,,,,4.3,6.2,,{박무}0003-{박무}{강도1}0300-{시정(미만)}{1km}{안개}0405-{시정(미만)}{0.5km}{안개}0406-{시정(미만)}{0.2km}{안개}0413-{시정(미만)}{0.1km}{안개}0501-{안개}{강도2}0600-{시정(이상)}{0.1km}{안개}0652-{시정(이상)}{0.2km}{안개}0805-{시정(이상)}{0.5km}{안개}0835-{시정(이상)}{1km}{박무}0840-{박무}{강도2}0900-1015. {연무}1010-1035.,4.58
143,대구,2024-03-14,9.7,1.6,701,18.1,1634,,,,,,,8,250,1602,4.3,290,1421,1.9,1601,250,-5.6,12,1607,37.6,4.1,1014.6,1023.2,839,1018.4,1636,1021.2,11.9,9.8,1200,2.93,19.11,,,,,,1.5,0,10.7,-3.3,,,,,,,,,,4,5.7,,,
143,대구,2024-03-15,12,1.7,616,21.1,1537,,,,,,,8.8,250,1538,5.9,290,1735,2.4,2051,270,-4.3,12,1539,37.9,4.5,1016.4,1025.1,859,1019.7,1525,1023,12,11,1200,3,20.96,,,,,,0,0,12,-3.6,,,,,,,,,,5.6,7.9,,,
143,대구,2024-03-16,14.1,4.4,630,22.1,1600,.5,,,,,0,5.8,90,1037,4,110,1037,1.7,1438,110,-1.1,18,1721,37.4,5.7,1014,1024.7,158,1016.1,1708,1020.5,12,10,1200,2.88,19.5,,,,,,4.4,1.5,14.8,-.3,,,,,,,,,,4.3,6.1,,{달코로나}2130-2150. {비}2215-2245.,
143,대구,2024-03-17,13.6,8.3,2348,18.8,1413,,,,,,,13.3,320,1316,7.5,320,1648,3.7,3226,270,-1.6,13,1647,37.8,5.8,1008.3,1019.4,2356,1011.1,1422,1014.8,12,5.2,1100,2.38,14.2,,,,,,6.3,2.5,14,6.1,,,,,,,,,,4,5.8,,{황사}{강도0}2015-{황사}{강도0}2400-,
143,대구,2024-03-18,9.9,2.7,632,17.4,1600,,,,,,,6.3,270,1604,4.3,290,41,1.9,1612,110,-3.9,14,1612,42.1,4.7,1014.3,1024.8,830,1017.7,1751,1020.9,12.1,10.3,1200,2.99,20.9,,,,,,2.8,1.3,13.5,-.4,,,,,,,,,,3.8,5.5,,-{황사}-0250.,
143,대구,2024-03-19,9.9,5.9,2330,16.3,1255,.42,,,,,.3,15.6,270,1412,8.4,270,1842,3.7,3185,290,-1.4,26,1303,46.1,5.6,1009,1020.1,24,1011.1,1351,1015.5,12.1,3.5,1200,3.01,11.52,,,,,,6.4,6.3,10.1,4.5,,,,,,,,,,3.8,5.4,,{비}1640-1705.,
143,대구,2024-03-20,6.7,4,646,11.1,1522,,,,,,,14.6,250,406,8.5,290,331,5,4297,290,-8.7,15,1553,34.6,3.3,1012,1020.7,851,1015.1,130,1018.6,12.1,11,1200,2.97,21.77,,,,,,1,1,9.9,2.2,,,,,,,,,,4.3,6.1,,,
143,대구,2024-03-21,6.4,.4,626,13.1,1543,,,,,,,8.5,340,1300,4.5,110,2022,2.6,2286,290,-6,21,1549,43.3,3.9,1012.1,1020.6,5,1016,1708,1018.9,12.2,11.4,1200,3.11,22.21,,,,,,.4,.3,10.3,-2.1,,,,,,,,,,3.5,5,,,
143,대구,2024-03-22,10,2,719,16.1,1508,2.55,,,,,.2,11.1,160,1612,5.6,200,1532,2.7,2313,110,1.9,34,1407,59.9,7.3,1009.2,1020.4,114,1010.8,2400,1015.8,12.2,6.6,1200,2.83,16.56,,,,,,8.5,5.3,12.6,1.3,,,,,,,,,,2.9,4.1,,{비}2120-2353.,
143,대구,2024-03-23,16,11.1,2338,24.1,1515,2,,,,,.3,10.5,110,2336,7.3,110,2338,2.6,2289,320,5.8,15,1512,61.5,9.8,1007.8,1018.7,2400,1009.8,201,1014.2,12.3,10.1,1200,3.13,21.67,,,,,,4.4,2.1,19.6,10.1,,,,,,,,,,5,7.1,,{비}0045-0245. {박무}2120-2305. {박무}2320-{박무}{강도0}2400-,
143,대구,2024-03-24,10.9,10.1,2115,12.3,1203,3.55,,,,,.3,10.6,110,1655,7.4,90,1745,4.3,3694,110,6.1,61,1203,72.9,9.4,1012.5,1020.9,1038,1017.6,1725,1019.1,12.3,0,1000,.75,5.23,,,,,,9.9,7.6,11.8,8.9,,,,,,,,,,1.4,2,,-{박무}-0040. {비}1307-1455. {비}1735-{비}{강도0}1800-1910. {비}2010-2020.,
143,대구,2024-03-25,9.5,7,2325,12.4,1205,10.08,,,,,16.2,9.6,110,1303,6.1,110,1231,3.5,2987,110,6.4,62,1123,81.8,9.6,1010.2,1019.3,11,1014.9,1616,1016.8,12.3,0,1100,.71,3.76,,,,,,9.8,7.8,10.3,6.5,,,,,,,,,,.9,1.3,,{비}1355-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}1426-1442. {박무}1550-{박무}{강도0}1800-{박무}{강도0}2100-2140.,
143,대구,2024-03-26,7.9,5.8,2337,11.1,1424,12.83,,,,,17.3,6.7,110,19,3.9,110,4,1.8,1523,110,4.6,58,1429,80.6,8.5,1012,1024.2,2337,1011.3,320,1018.6,12.4,.1,1300,1.37,6.61,,,,,,8.5,7.4,9.7,3,,,,,,,,,,1.1,1.6,,{박무}0105-0220. -{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-1250. {박무}0305-0435. {박무}0713-0752.,
143,대구,2024-03-27,10,2.2,627,17,1544,,,,,,,4.1,320,1529,2.7,90,815,1.4,1191,50,4.4,40,1707,70.9,8.4,1016.7,1026.6,705,1020.2,2350,1023.3,12.4,8.7,1200,2.93,19.27,,,,,,5.1,3.9,11.4,-.7,,,,,,,,,,2.5,3.5,,{박무}0630-0745. {햇무리}1255-1610.,
143,대구,2024-03-28,9.2,8.2,1046,11,2,13.13,,,,,27,7.2,270,2245,4.7,290,2254,1.8,1560,110,7.6,72,1,90.3,10.5,1003.6,1020.4,106,1004,1809,1010.1,12.4,0,1100,.4,2.47,,,,,,9.4,6.8,9.7,7.9,,,,,,,,,,.7,1,,{비}0633-0654. {비}0758-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도1}1800-2045. {박무}0810-{박무}{강도0}0900-{박무}{강도1}1200-{박무}{강도0}1500-{박무}{강도0}1800-2020.,
143,대구,2024-03-29,13.1,5.1,628,20.1,1315,,,,,,,13.2,270,1327,7.8,250,1449,3.3,2863,270,3.5,22,2243,57.1,8.2,1000.7,1012.3,2347,1003.3,1327,1007.1,12.5,8.8,1200,3.05,20.46,,,,,,1.9,1.1,12.7,1.6,,,,,,,,,,4.8,6.9,,{박무}0420-0505. {박무}0530-{박무}{강도0}0600-0610. {황사}0950-{황사}{강도0}1200-{황사}{강도0}1500-1610. {황사}1750-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400-,
143,대구,2024-03-30,11.3,3.9,626,18.8,1627,2.17,,,,,1.3,10.9,290,46,6.4,270,28,1.7,1452,320,1.6,18,1055,53.6,7.3,1005.5,1015.7,524,1006.8,1640,1012,12.5,8.3,1000,2.42,15.86,,,,,,2.1,1.8,11.8,-.5,,,,,,,,,,2.6,3.8,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-0810. {비}1110- ]{싸락우박}[(SW 15)/대구 달서구 진천동 부근/대구청 직원 관측1120-1130. [{싸락우박}](SW 4)/대구 중구 삼덕동/대구청 직원 관측1140-1150.{비}{강도0}1200- ]{싸락우박}[(NE 30)/영천시 일대/연합뉴스1208-1238.1320. {박무}2305-{박무}{강도0}2400-,
143,대구,2024-03-31,13.2,8,633,19.9,1537,,,,,,,5,320,421,3.1,270,508,1.5,1296,270,-1.4,13,1315,41.6,5.7,1005.1,1015.6,611,1008.2,1536,1011.6,12.6,9.2,1100,3.05,20.7,,,,,,3,0,13.5,4.5,,,,,,,,,,3.7,5.3,,-{박무}-0120.,
143,대구,2024-04-01,14.6,5.3,625,24,1607,,,,,,,7.7,290,1626,4.7,320,1634,1.7,1481,250,-.1,14,1618,44.9,6.2,1007.1,1015.9,927,1011,1,1013.6,12.6,11.7,1200,3.26,23.92,,,,,,0,0,16.1,.9,,,,,,,,,,5.6,7.9,,,
143,대구,2024-04-02,15.7,7.4,553,24.6,1627,2.42,.5,2213,2.4,2206,2.9,5.7,230,1648,3.4,200,1646,1.5,1335,160,3.9,14,1646,51.3,8.3,1007.5,1017.1,747,1011.3,1843,1013.9,12.6,6.3,1200,2.24,16,,,,,,7.8,2.5,17.2,4.7,,,,,,,,,,3.2,4.6,,{비}2130-2355. {박무}2205-{박무}{강도0}2400-,
143,대구,2024-04-03,12.1,11.3,2011,13.4,12,20,.8,623,3.6,1432,29.4,7.6,90,1105,5.2,110,1237,2.7,2323,110,11.3,90,2144,94.8,13.4,1001.2,1012.5,1,1004.9,1418,1007.7,12.7,0,1200,.41,3.17,,,,,,9.9,5.9,13.2,11,,,,,,,,,,.6,.9,,{비}0015-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-2015. -{박무}-{박무}{강도1}0300-{박무}{강도0}0600-{박무}{강도0}0900-0930. {박무}1035-{박무}{강도0}1200-{박무}{강도0}1500-1630. {박무}1803-1820.,
143,대구,2024-04-04,12.4,10.6,246,15.7,1305,,,,,,,10.4,90,1041,7.3,110,1049,3.7,3237,110,5.2,32,1627,64.6,9.1,1009.9,1020.9,2144,1010.2,241,1016.4,12.7,1.4,1000,2.44,14.05,,,,,,9,7.6,14.7,8.7,,,,,,,,,,3.3,4.8,,{박무}0045-{박무}{강도0}0300-{박무}{강도0}0600-0730.,
143,대구,2024-04-05,14.1,10.6,554,19.7,1634,,,,,,,7.5,110,944,4.5,140,938,2.1,1782,110,4.8,37,1617,55,8.6,1012.9,1021.2,746,1016.7,1549,1019.4,12.8,3.6,1200,2.39,16.44,,,,,,6.6,5.8,17.5,9.1,,,,,,,,,,2.8,4,,,
143,대구,2024-04-06,14.6,8.6,601,21.5,1702,,,,,,,6.6,270,1255,4,270,1314,1.4,1246,290,5.9,28,1321,59.8,9.4,1011.8,1020.9,718,1014.9,1746,1018.3,12.8,4.9,1100,2.68,16.31,,,,,,7,0,15.1,6.6,,,,,,,,,,3.1,4.4,,,
143,대구,2024-04-07,17,8.5,617,25.5,1707,,,,,,,6.7,270,1414,3.6,270,1417,1.4,1208,250,3.1,15,1715,46.8,7.8,1010.3,1019.1,653,1013.6,1629,1016.7,12.8,11.1,1200,3.22,22.87,,,,,,3.9,0,18.8,4.7,,,,,,,,,,4.8,6.8,,,
143,대구,2024-04-08,17.9,11.2,533,23.4,1429,,,,,,,4.9,140,2134,3.2,140,2356,1.1,956,110,4.9,26,1500,45.1,8.7,1008.8,1017.7,653,1012.9,1522,1015.2,12.9,2.2,1100,2.14,12.19,,,,,,8.9,5.3,18.5,8,,,,,,,,,,3.1,4.5,,,
143,대구,2024-04-09,12.6,8.4,2253,17.4,22,,,,,,,12.7,110,1603,8.5,110,1612,4.9,4273,110,2.2,26,1025,51.5,7.4,1015.8,1027.5,2400,1014.6,1,1022.4,12.9,8.1,1200,3.36,22.05,,,,,,5.3,3.5,17.4,7.4,,,,,,,,,,4.5,6.4,,{연무}0150-{연무}{강도0}0300-0350.,
143,대구,2024-04-10,12.7,4.7,605,20.4,1711,,,,,,,5.3,140,25,3.4,110,29,1.6,1409,140,3.1,24,1528,55.9,7.7,1019.1,1028.9,800,1022.5,1719,1025.7,12.9,10.3,1300,2.97,22.28,,,,,,6.3,.3,18,3.2,,,,,,,,,,3.4,4.9,,{햇무리}0950-1230. {햇무리}1330-1710.,
143,대구,2024-04-11,15.1,10,535,21,1415,,,,,,,5.4,200,1302,3.1,270,1509,1.3,1165,90,5.3,24,1433,56.1,9,1015.2,1025,12,1019,1830,1021.7,13,2.3,1300,2.11,14.28,,,,,,6.5,.5,17.4,8,,,,,,,,,,2.9,4.2,,,
143,대구,2024-04-12,18,10.1,421,26.2,1718,,,,,,,4.2,50,1344,2.6,90,1420,1.1,958,320,7,19,1606,55.1,10.2,1011.4,1021.1,13,1014.1,1650,1017.8,13,10.5,1100,3.12,22.56,,,,,,3.5,0,20,6.7,,,,,,,,,,4,5.8,,{박무}0405-{박무}{강도0}0600-{박무}{강도0}0900-0910. {연무}0905-1030.,
143,대구,2024-04-13,19.5,10.8,602,28.4,1537,,,,,,,7.2,90,1806,4.7,110,1759,1.5,1326,110,7.2,21,1339,50.3,10.3,1010.7,1018.6,800,1014.1,1638,1017,13,11.8,1200,3.31,24.71,,,,,,0,0,23,7.1,,,,,,,,,,5.7,8.1,,,
143,대구,2024-04-14,19.7,10.6,619,28.2,1529,,,,,,,7.6,230,1328,4.1,230,1331,2.1,1795,140,6.2,22,1338,45.6,9.5,1011.5,1020.1,932,1015.3,1524,1017.8,13.1,10.9,1100,3.12,23.44,,,,,,4.6,0,23.1,6.7,,,,,,,,,,5.5,7.8,,,
143,대구,2024-04-15,16.1,15.2,1334,18.3,1050,7.17,1.9,1344,7.9,1256,14.5,5.9,110,507,4.4,110,514,2.1,1774,110,12.9,50,1,82.6,15,1005.9,1016.5,1,1010.3,1723,1012.3,13.1,0,1400,.62,3.13,,,,,,9.3,5.3,17.4,14.8,,,,,,,,,,.8,1.1,,{비}0930-0945. {비}1030-{비}{강도0}1200-{비}{강도0}1500-1725. {박무}1120-{박무}{강도0}1200-1420. {박무}1505-1521. {박무}1536-1718.,
143,대구,2024-04-16,18,13.7,2359,23.6,1555,,,,,,,10.9,340,1538,6.1,270,1459,2.4,2109,290,8.6,24,1537,59.6,11.7,1004.9,1013.1,2351,1009,1457,1011.2,13.2,7.9,1100,3.09,21.55,,,,,,3.9,3.9,20.2,10.1,,,,,,,,,,4.7,6.7,,{박무}0130-0230. {황사}1530-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400-,
143,대구,2024-04-17,17,9.5,544,24.6,1528,,,,,,,7.2,90,1933,4.8,90,1944,1.7,1504,50,6.1,27,1419,52.5,9.4,1004.7,1013.9,659,1007.8,1739,1011,13.2,10.1,1200,3.07,23.08,,,,,,4.6,.1,20.7,6.3,,,,,,,,,,4.3,6.1,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-{황사}{강도0}0900-{황사}{강도0}1200-{황사}{강도0}1500-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400-,
143,대구,2024-04-18,18,10.8,559,26.7,1557,,,,,,,8.7,140,1947,5.5,140,1952,1.9,1624,110,6.4,18,1613,52.5,9.8,1003.2,1012.5,2347,1006.4,1610,1009.6,13.2,11.2,1200,3.24,24.49,,,,,,.1,0,22.1,8.6,,,,,,,,,,5.3,7.6,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-{황사}{강도0}0900-{황사}{강도0}1200-{황사}{강도0}1500-{황사}{강도0}1800-{황사}{강도0}2100-{황사}{강도0}2400- {박무}0401-{박무}{강도0}0600-0800.,
143,대구,2024-04-19,20.2,11,530,28.8,1557,,,,,,,6.5,270,1355,4,270,1209,1.6,1365,290,6.6,19,1535,47.3,9.9,1005.5,1014,731,1008.4,1558,1011.8,13.3,10.5,1200,3.33,24.91,,,,,,3.4,0,24.1,7.2,,,,,,,,,,5.2,7.5,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-{황사}{강도0}0900-{황사}{강도0}1200-{황사}{강도0}1500-1555. {박무}0415-{박무}{강도0}0600-0700.,
143,대구,2024-04-20,15.4,13.9,1810,19.1,1,12.5,.4,1223,1.3,1342,4,8.5,110,1359,5,140,927,2.4,2073,110,11.5,55,2,78.8,13.6,1004.3,1013.1,1017,1009.1,1813,1010.7,13.3,0,1100,.83,3.77,,,,,,9.6,7.1,15.8,13.5,,,,,,,,,,1,1.4,,{비}0955-{비}{강도0}1200-{비}{강도0}1500-1550. {박무}1030-1040. {박무}1210-{박무}{강도0}1500-{박무}{강도0}1800-1850. {비}1620-{비}{강도0}1800-{비}{강도0}2100-2255.,
143,대구,2024-04-21,15.5,14.1,356,17.1,1500,3.25,.1,,.1,,.3,7.6,140,1520,4.7,110,1520,2.9,2477,110,12.5,74,2308,82.8,14.5,1004.7,1013.2,2303,1009.1,143,1011.1,13.3,0,1400,.63,3.44,,,,,,9.8,9,16.2,13.7,,,,,,,,,,1.2,1.6,,{비}0155-{비}{강도0}0300-0510.,
143,대구,2024-04-22,15,12.8,2355,17.7,1531,,,,,,,8.4,140,1742,5.3,110,1755,2.7,2360,110,9.4,54,1433,70.5,11.8,1007.9,1016.7,2138,1012.5,144,1014.4,13.4,.2,1500,1.31,8.51,,,,,,8.9,7.5,16.8,11.4,,,,,,,,,,2.2,3.1,,,
143,대구,2024-04-23,14,11.1,2355,17.7,1155,3.67,1.3,2107,3.4,2022,4.5,12.1,90,1007,7.6,90,1009,4.1,3555,110,8.9,50,1142,72.8,11.4,1006.3,1016,25,1010.2,1550,1012.8,13.4,4.6,1100,3.12,18.73,,,,,,9.1,7.1,17.7,10.8,,,,,,,,,,3.1,4.4,,{비}1930-{비}{강도0}2100-2205. {박무}1945-{박무}{강도0}2100-2205. {비}2255-{비}{강도0}2400- {박무}2320-{박무}{강도0}2400-,
143,대구,2024-04-24,14.2,10.4,118,20.7,1658,2.92,1,1037,1.5,950,1.9,7.3,290,1653,4.5,290,1637,2,1691,110,9.4,40,1629,74.9,11.8,1001.6,1011,1,1005.9,1552,1008.1,13.4,4.5,1200,3.32,14.27,,,,,,5.6,5.4,16.1,10.1,,,,,,,,,,2.9,4.1,,-{박무}-0005. {박무}0030-0040. -{비}-0050. {비}0855-{비}{강도0}0900-0955. {비}1020-1125. {박무}1030-1050.,
143,대구,2024-04-25,18.5,11.6,127,27,1637,,,,,,,6.8,290,1051,4.6,270,702,2.3,2006,270,7.8,21,1723,53.9,10.6,1003.8,1012,734,1007.4,1535,1010.2,13.5,11.9,1200,3.29,25.74,,,,,,1.1,0,21.3,9,,,,,,,,,,4.8,6.9,,{황사}1630-{황사}{강도0}1800-{황사}{강도0}2100-2130.,
143,대구,2024-04-26,18.4,12.3,548,25.5,1638,,,,,,,4.1,270,1128,2.4,270,1646,1.1,910,270,10.4,30,1429,62.6,12.6,1003.3,1011.3,828,1007.2,1707,1009.6,13.5,2.9,1000,1.97,15.16,,,,,,7.5,0,19.6,9.9,,,,,,,,,,3,4.3,,,
143,대구,2024-04-27,20.9,12.1,537,30.5,1647,,,,,,,6.8,250,1106,3.6,250,1400,1.4,1232,250,8.6,16,1702,53.4,11.4,1003.7,1012.7,2356,1007,1636,1010,13.5,12.4,1200,3.4,26.7,,,,,,0,0,24.7,8.1,,,,,,,,,,,,,{박무}0630-0710. {박무}0750-0855. {연무}0850-{연무}{강도0}0900-0930.,
143,대구,2024-04-28,19.3,12.5,539,28.4,1400,,,,,,,10.2,110,2225,6.4,110,2226,2.6,2236,110,10.7,31,1222,60.6,12.9,1007,1015.1,2250,1011.1,1424,1013.3,13.6,10.8,1100,3.31,23.41,,,,,,5.6,.3,24.4,8.7,,,,,,,,,,5,7.1,,,
143,대구,2024-04-29,14.6,13.3,701,16.1,1420,14.42,.1,,.4,602,1.6,10.1,110,158,6.6,110,123,3.7,3218,110,11.9,72,25,84.4,13.9,1003.8,1014.5,1,1007.6,1806,1010.2,13.6,0,1100,.8,5.77,,,,,,9.9,7.1,16.2,12.3,,,,,,,,,,1.1,1.6,,{비}0440-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-1855. {박무}2105-2145. {비}2145-2155. {박무}2316-{박무}{강도0}2400-,
143,대구,2024-04-30,16.5,12.3,2329,22.9,1545,3.92,.4,2142,1.4,2133,1.5,11.5,90,2116,6.7,90,2147,2.3,1960,110,12.8,53,1549,79.8,14.8,1000.5,1010.9,2224,1004.2,1457,1006.9,13.6,2.7,1400,2.24,14.59,,,,,,9,7.3,22.6,11.8,,,,,,,,,,2.6,3.6,,-{박무}-0030. {박무}0130-{박무}{강도1}0300-{박무}{강도0}0600-{박무}{강도0}0900-0930. {이슬비}0225-{이슬비}{강도0}0300-0335. {소나기}1955-2018. {비}2058-{비}{강도0}2100-2250. {박무}2140-2240. {비}2320-2350.,
143,대구,2024-05-01,13,9.5,512,18.1,1435,3.17,.3,159,.9,157,1.2,9.9,90,1314,6.2,110,1343,3.2,2727,110,6.8,39,1443,68.8,10,1007.3,1018.3,2226,1010.1,38,1013.8,13.7,5.7,1200,2.9,18.7,,,,,,5.8,4.1,17.5,6.3,,,,,,,,,,3.6,5.2,,{비}0150-{비}{강도0}0300-0415. {박무}0150-0255. {박무}0315-0350. {비}0445-0530.,
